Char_Name;Name_Jap;Name_Nick;Char_Data
Madara;Madara  (斑);"Madara ""Sensei, Nyanko, Nyangoro, Nyankichi, Ponta, Nyanta, Nyan-Nyan"" ";"
Madara was sealed in a shrine until he was accidentally released by Natsume. Because Madara was trapped in a material form for so long, Madara ordinary takes on the shape of a maneki neko (lucky cat), leading Natsume to nickname him Nyanko-sensei. In this form, other people can see him, leading for Natsume having to ask his guardians if he could keep him as a pet.

Madara is a powerful spirit, who protects Natsume from others and teaches him spells on occasion, in return for Natsume's promise to give him the Book of Friends when he dies. They often fight each other, which leads to Natsume punching Madara on the face and knocking him out. Despite his protests of not being a cat, he likes to play with cat toys. Nyanko's design is based on a lucky cat statue Midorikawa was given as a child. In the anime, Natsume is more respectful to Madara."
Natsume, Reiko;Reiko Natsume (夏目 レイコ);Reiko  Natsume;"
Takashi Natsume's grandmother, from whom he inherited the ability to see yokai. Reiko had high spiritual energy, which gave her the ability to see and seal yokai.

Reiko was always shunned and even got rocks thrown at her for being able to see yokai. That is why she created the Book of Friends, Reiko was lonely and wanted friends. Since she believed no human could ever understand her, she turned to the spirits for companionship. Reiko was extraordinarily powerful, and so she bullied spirits into obeying her by playing games with them. If they lost, she would make them give her their names. Reiko gathered the names into the Book of Friends, this gave her the ability to summon whichever yokai she had the name of. A necessary part of the sealing was her saliva and breath. Madara mentions that she had sloppy table manners and was very forgetful.

Reiko died when she was young, so no one remembered her."
Tanuma, Kaname;Kaname Tanuma (田沼 要);Kaname  Tanuma;"
Age: 15
Birthday: September 17
Height: 171cm
Blood Type: O

Another student who had recently moved into the area. He is sickly and quite susceptible to illnesses. Like Natsume Takashi, he is able to detect spirits, but to a lesser degree limited to seeing merely shadows and sensing slight presence of spirits. He wants to help Natsume in anyway he can, but is afraid that he will just be a burden because of his weak ability."
Kogitsune;Kogitsune  (子狐);Kogitsune  ;"
A ""young"" spirit who befriends Natsume in the seventh episode of the first season, after being rescued from other yokai, who bullies him due to his gentle and shy nature. Because of this, he takes a great liking to Natsume, who also rejects to have his name for the Book of Friends and instead tells him they are friends. Occasionally he heads off to visit him and due to his inexperience as a spirit needs a potion to turn into a human child for a while.

It is implied that his mother has passed as when Kogitsune talks to what is supposedly a grave he refers to it as mom."
Matoba, Seiji;Seiji Matoba (的場 静司);Seiji  Matoba;"
Age: 22
Birthday: November 1
Height: 174cm
Blood Type: AB

The head of one of the major exorcism clans, the Matoba Clan. In order to hunt them, he shows ayakashi, and sometimes even humans, no mercy. He takes great interest in Natsume.


Cold hearted and rational. He uses ayakashi as bait to exorcise other ones and wants stronger ones to protect humans (although he doesn't mind hurting humans too when they're in his way). Ayakashis are just replaceable tools for him. He mainly uses a bow and arrow against them and if he finds their sealing troublesome, he prefers eliminating them. In the past one of the Matoba clan offered his right eye to an ayakashi for assistance, but in the end he never gave it. Ever since than the heads of the clan has had their right eye targetted by that ayakashi. Matoba Seiji still has his eye, but (according to his words) has a horrible scar."
Natori, Shuuichi;Shuuichi Natori (名取 周一);Shuuichi  Natori;"
Age: 23
Birthday: November 12
Height: 175 cm
Blood type: A

A man who is also able to see spirits. He is a famous actor and exorcist and has a lizard birthmark that moves around on his body. He has the ability to manipulate paper dolls and has three youkai under his command. Natsume tends to disapprove of his forceful exorcism methods."
Taki, Tooru;Tooru Taki (多軌 透);Tooru  Taki;"
Age: 15
Birthday: May 15
Height: 160 cm
Blood Type: O

Tohru Taki is a female student at Natsume's school. She was first ""discovered"" by one of Natsume's friends, Nishimura who had heard rumors of her beauty and became entranced, he still maintains an obvious crush on her even though Natsume holds most of her attention.

Taki is introduced into the story as a shy, silent girl. Later, the reason for this is because she was cursed by a yokai; the last 13 names said by her will be eaten by him at the end of a one year period. The yokai also throws her into an impossible gamble for her life which he does not honor even when she wins.

Taki is generally a happy, extroverted and optimistic girl. She is shown to have a peculiar taste in cuteness, as is shown when she hugs Nyanko-sensei, calling him cute. Like Tanuma, she tries to help Natsume in any way she can, but is usually prevented from doing so because Natsume worries about their involvement with yokai.

Even though Taki herself has too little spirit energy to see yokai, she does have the knowledge of drawing yokai circles, discovered by her grandfather. The circle, once drawn, gives any human the ability to see yokai who step within the radius of the circle. The circle does not require any spirit energy to create and activate, so anyone could possible draw it if they know how to. But due to it being complicated in looks, Taki is presummably the only one able to draw it without the need of a guide."
Hinoe;Hinoe  (ヒノエ);Hinoe  ;"
Hinoe means third in rank, third sign of the Chinese calendar. A powerful youkai whose form is a human woman. She is madly in love with Natsume Reiko. Being knowledgeable, she often acts as Natsume Takashi's mentor. Hinoe enjoys teasing Natsume and Madara."
Tree Youkai;Tree Youkai  (木の上の妖怪);"Tree Youkai ""Ki no Ue no Youkai"" ";"
A Youkai that resides on a tree, located in a path that Natsume used to take when he is walking to school or walking back home back when he was in elementary school. Whenever Natsume comes near the tree, she always suddenly comes off the tree and scare Natsume, he finds it very irritating, but as herself, personally finds it very amusing.

The Youkai is always seen by herself, and shows dislike to humans, often calling them rude, selfish and complicated beings. She is always seen attempting to scare people who walk pass the tree, but none can see her, in result. She gets mad occasionally if someone does any harm to the tree, she would do her best to chase them off. She is also able to transform in to a black and white cat, which humans can see."
Senjougahara, Hitagi;Hitagi Senjougahara (戦場ヶ原 ひたぎ);"Hitagi ""Tsundere-chan, Gahara-san, Senshougahara-san"" Senjougahara";"
Birthday: July 7
Height: 165 cm
Weight: 45 kg

5 kg when she was under the influence of the heavy crab.
Hitagi, the main female character of
Bakemonogatari
, is a weak-looking girl with an ""incurable disease."" She is in the same class as Koyomi, but he has almost never heard her speak. When she was in the first year of high school, she encountered a mysterious crab, after which she became nearly weightless. Ever since then, she has avoided contact with everyone else, threatening everyone who discovers her secret. She called herself a tsundere and always speaks in an abusive style.


At the end of Mayoi Snail, she admits that she loves Koyomi, and subsequently enters into a relationship with him. After the events in Tsukihi Phoenix, she overcomes all of her trauma, and becomes a rather cheerful and normal girl. She starts calling Araragi with a cute nickname, chuckling at small things and sending e-mails full of emoticons, although her sharp tongue is still there, but toned down. She also seems to have a father complex as she becomes excited to the point of being unable to fall asleep when using her father's blanket."
